ID,Label,Text
W4938,0,im off to the big city solo for what im afraid is going to be six days of wandering around lost six days of feeling uncomfortable six days of not knowing how to dress six days of not knowing what to do six days of not knowing where to eat six days of disaster disaster disaster
W4939,1,i never thought i could feel thankful for such an awful thing but i am for making me stronger even as my husband gets weaker
W4940,0,i am heavy and i feel dull all over i think i ve stopped breathing
W4941,0,i feel defeated loss and confused
W4942,0,im feeling particularly sentimental or what have you i go into a bookstore where my books are sold and i pace out the distance between where my books are displayed and where his are on the shelf
W4943,1,i view myself in this way is that when i was growing up there were people who constantly made me feel like i wasnt good enough
W4944,1,i feel so absolutely stumped on the floor when you dance you re charming and you re gentle specially when you do the continental but this feeling isn t purely mental for heaven rest us i am not asbestos and that s why i won t dance why should i
W4945,0,i feel sorry for my subjects and tend to let go too soon
W4946,1,i love you and i feel so blessed to spend another year with you
W4947,1,im feeling generous heres a holiday classic for you iframe allowfullscreen frameborder height src http www
W4948,1,i imagine that in the end it might feel like you do about not fully loving
W4949,1,i also feel strongly about supporting the local economy so for the past years i am proud to have driven gm cars in a gm community
W4950,1,i feel myself slowly not caring about living up to other peoples standards when it comes to aesthetics and how i present myself
W4951,1,i dont really connect with the main character or anything in fact i feel like he is almost too innocent to be me
W4952,1,i feel a little more confident about doing it at school now
W4953,0,i get what she s saying and i feel somewhat remorseful for not being the kind of friend or giving the kind of support she wanted or needed throughout the past years of our friendship oh yes it goes back that far
W4954,1,i chose innocent worlds alphabet rose jsk for its longer length longer lengths on lolita dresses always feel more casual and innocent to me than knee length styles and it reminds me of jane austen
W4955,0,i think this is the last week of softball and im likely going to suck it up and at least try to play but i feel absolutely rotten going to see what some aggressive hydration does
W4956,1,i feel i can divine the future if only seconds in advance
W4957,1,i now feel everythings been resolved were psychically galvanised and prepared to wrestle the world to the ground
W4958,0,im feeling very listless
W4959,1,i feel that i was innocent i did not want to hurt anyone
W4960,0,i didnt even have time to feel jealous i was so busy pinning her pictures and writing down a href http nanashi
W4961,1,i can pay the bills and still have some cash in the bank should leave me feeling pretty satisfied right
W4962,0,i feel heartbroken one middle aged woman told pyongyang s state run media
W4963,0,i notice enjoyable moments are even more enjoyable because i recognize how far the feelings i get are from the horrible sensation i get when something bad happens
W4964,0,i start feeling anxious again
W4965,0,i want her to feel humiliated and guilty
W4966,0,i always feel a bit anxious before i preceptor because i am still learning
W4967,1,i appreciate the award i feel there are so many wonderful blogs out there that we are all winners
W4968,1,i feel hopeful like i should be gleefully roasting marshmallows from my fireplace like it s an abc family original movie
W4969,0,i realize i should be extremely grateful for your act of kindness lord i m feeling quite distressed at the moment
W4970,0,i feel like i am being one person whom his life will be very miserable and not doing the best
W4971,0,i feel like im taking care of a needy puppy not living with a mother
W4972,0,im feeling annoyed to add on i dont feel important or whatever shit anymore
W4973,0,i feel very annoyed with this kind of people who comment and try to be so philosophy on their religion
W4974,0,im feeling a little melancholy tonight kinda like the paint on this door
W4975,0,i know luh feeling damn awkward can
W4976,1,arriving in new zealand as a teenager first overseas trip something exhilarating about the change of scenery etc
W4977,0,i feel like i want to stop i think of my wimpy muscle less sister who did the tough mudder
W4978,0,i feel at ease in those moments but the last few nights have been troubled
