Text,Actual Label,Predicted TF-IDF,Predicted VADER,Predicted BERT
started feeling sentimental doll child began collection vintage barbie doll sixty,0,0,1,1
feeling quite smug actually see mating assessed sign calculated date etc got spot,1,1,1,1
im feeling really agitated reason think coz im confused,0,0,0,0
feel leader country depict people country love god hope one thought way supportive like george w,1,1,1,0
feel soul god always faithful,1,1,1,0
feel pretty body email usually contains oh pretty,1,1,1,1
feel bring coming savage wax doll cloud blown across tak feeling bare foot moving fast brought love time yet made,0,0,1,1
think chief ccw yanked state feel threatened,0,0,0,0
feel blessed grateful could let go something painful one hand open something even amazing,1,1,1,1
still didnt see difference way pore look didnt expect work time still feel little disappointed,0,0,0,0
feel like read article blog even press release akron marathon world nothing calm,1,1,1,0
feeling particularly bitchy dont think adequately expressed appreciation,0,0,1,0
id like le afraid say really feel le afraid travel,0,0,1,0
feeling emotional sat backstage two hour play ate,0,0,1,0
im sure stuff andy feeling annoyed messed chemical,0,0,0,0
feeling mica isnt graceful im willing proved wrong think jan might pull something fabulous bag,1,1,0,1
know never see place would break heart thick layer moss encased thick shell muffling sharper feeling pleasant painful,1,1,1,0
feel like hiding also feel triumphant apathy,1,1,1,0
eye questionable whether shes feeling gracious today,1,1,1,0
feel bit rude writing elderly gentleman ask gift feel bit greedy christmas mild greed,0,0,0,0
stay awake whole night feeling energetic stuff,1,1,1,1
know perhaps girl office nice short hair perhaps feeling rebellious,0,0,1,0
love community death sometimes feel time arent supportive,1,1,0,1
im unemployed feel free offer job dir ltr href http henypire,1,1,1,1
wanted knowing nothing stepped candyland make looking haggard left feeling radiant bag full product course,1,1,1,1
see anything touched could feel body delicate,1,1,1,1
feel student successful classroom,1,1,1,1
guess similar viewpoint might feel smug better someone else,1,1,1,1
feel convinced annoyance,1,1,1,0
feel horrible cancel one best guy friend trip stressing babysitting hour got cut afford,0,0,0,0
feel contented staying grounded take slow build little thing come way,1,1,1,1
feeling like need add photo rich title way man would chick rich biggie kevin hart wiz khalifa bu thaim jay z href http www,1,1,1,0
letting go animosity towards anyone feel wronged,0,0,0,0
dont feel carefree used worry tad,1,1,0,0
like read feeling inadequate know mistake happen sometimes perfect mistake,0,0,1,0
learnt much wonderful world beaubronz feel lovely tanning brand fit perfectly latest mantra stolen boudoir lash mother asma docrat,1,1,1,1
feel accepted think like said tripping tall cotton look snake,1,1,1,1
ive feeling little stressed overwhelmed,0,0,0,0
feel whiney winey lush lush know everyone think im scummy annoying,0,0,0,0
driving feel contented sadhana fulfilled,1,1,1,1
make piece feel unsuccessful ill dismantle recreate feel like work,0,0,0,0
feel overwhelmed good way,0,0,1,1
slicing knife creamy cheesecake could imagine exactly would feel eager mouth,1,1,1,1
feel useless im stuck situation,0,0,0,0
feel special would like take moment thank everyone sent warm birthday wish greeting made feel special,1,1,1,1
stone even cm thickness get anywhere near feeling slat supporting mattress except sit edge unsurprisingly,1,1,1,0
feel overly burdened even smallest responsibility large responsibility recently agreed burrowing way brain tickling subconscious hour,0,0,0,0
feel guilt inaction spend much time helping supporting others,1,1,1,0
understand feeling writer unsure skill unsure audience wondering wasted hour hour life making mark page,0,0,0,0
feel somewhat relieved disappointed two qualified venue questioned neither bothered make observation,1,0,1,0
feel sorrowful dejected word ring head damn affected everything say let go want happy,0,0,0,0
feel like warner brother fucked final edit even better film arriving director cut format blu ray,0,0,0,0
actually feel like im completely submissive one,0,0,0,1
dont know guy certainly feel fabulous,1,1,1,1
feel resigned lot life watch everyone else become parent,0,0,0,0
felt melting away time happy feeling scared one,0,0,1,1
kind feel like sincere,1,1,1,1
ive decided whenever start feel mad tod dig deeper find real solution,0,0,0,0
peruse page feel dull headache building base skull point kicking bringing dreaded case car sickness,0,0,0,0
feel resentful feel guilty,0,0,0,0
feel glamorous,1,1,1,1
im feeling fine normal pregnancy symptom,1,1,1,1
see future without pain feeling heartbroken gone happy active mum lot outdoor activity child,0,0,1,0
feel like tend passionate thing le popular talk,1,1,1,1
realized total idiot forgot clarinet choir making feel even idiotic stupid already,0,0,0,0
im sick constantly betrayed feeling stomach feeling matter much someone say care whether friend something dont seem loyalty compassion whats hurt understanding argument,0,0,0,0
im feeling insecure financially right dont want spend,0,0,0,0
know feeling powerlessness control sends mad tizzy haagen dazs,0,0,0,0
feel like crap ungrateful,0,0,0,0
sensed much offer also many many time behaviour made doubt make feel special time frankly rude immature,1,0,0,0
need nine hour true get le even seven hour supposed norm people consider lot feel grumpy unhappy seriously unmotivated,0,0,0,0
feel safe loser attitude reflected way live,1,1,0,0
kinda like saw hannah montana since broke nick feel like heartless person,0,0,0,0
im feeling goddamn pissed,0,0,0,0
binge weekend energy clean house something put week even pill really make lose weight wanted hardly felt need eat feel totally completely exhausted,0,0,0,1
try stuff wildly feeling heart messy inside safely politely back belong instead im like scarecrow wizard oz anxious undone,0,0,1,0
plot make reader feel like owen morgan dangerous undertaking,0,0,0,0
see going army maybe going vietnam would achieve anything except feeling punished gotten deserved,0,0,0,0
feel lively enough something laying,1,1,1,1
look back feel incredibly satisfied life refreshed ready next adventure,1,1,1,1
feel uncomfortable fact powerless moment,0,0,0,0
love combination lavender orange scent feel free substitute fragrance oil essential oil wish,1,1,1,1
feeling quite embarrassed quite wee crowd gathered outside bank,0,0,0,0
im feeling gloomy completed nothing though im supposed complete many thing,0,0,0,0
know le welcomed feel need ferocious brave show wizarding community continue work rid england mudbloods half breed whatnot,0,1,1,0
actually feel insulted plot go tangent like,0,0,0,0
always feel privileged see jay,1,1,1,1
feel bit deprived typical experience,0,0,0,0
code existed sole purpose making stupid people feel smart,1,0,0,0
taking alot xanax lately mixing med together feel mellow enough deal world,1,1,1,1
grow learn mature little really make feel sense joyful peace within,1,1,1,1
feel learning animal amazing thing point wondrous creator,1,1,1,1
feel little uptight really conscious careful everything happens,0,0,0,0
always seem feel im running empty,0,0,0,0
feel like relationship revovles around sex want really adventurous trying new thing using toy etc ansi find exhausting trying keep,1,1,1,0
feel sorry rest u second life understand without support first time user world continue slow death spiral,0,0,0,0
feeling little stressed aaron friend sleep,0,0,1,0
im going sit crochet square try feel alarmed amount need baby born,0,0,0,0
walked away feeling little dismayed ive got mission carry,0,0,0,0
feeling super lazy screenshots guide today p hence read carefully proceed,1,1,1,0
im feeling need mellow find something ipod suit im ready pump ive always got go tune two get reved,1,1,1,1
feel punished parent,0,0,0,0
im sure lost feel like everyone hostile toward hate feeling,0,0,0,0
entered depression feeling helpless hopeless adrift betrayed disillusioned wondering could trust,0,0,0,0
feel talk brother law extremely popular one think stiff,1,1,1,1
feel flawless slowly declined quality,1,1,1,0
feel discouraged lonely stressed,0,0,0,0
feeling pretty anxious overwhelmed friend rightly noted probably boat mom grandmother great aunt flee except damn cold baltic sea,0,0,1,0
feel smart though,1,1,1,1
dont know want work always something make feel stressed anxious work whatever job may job require sort rule pressure,0,0,0,0
mean didnt feel like one felt like casual outing meeting catch,1,1,0,1
im feeling bit cranky today,0,0,1,0
feel extremely lost right,0,0,0,0
feel like losing confidence feel calm,1,1,1,0
ive feeling weirdly superior knowledge book roundabout,1,1,1,1
feel reach deeper stage sleep say vital good sleep proper functioning following day,1,1,1,0
feel somehow humorous,1,1,1,1
going around feeling like roundly abused poor tongue ravaged hop become think challenge think taste really physical sensation,0,0,0,0
feel victimized someone something,0,0,0,0
im feeling mentally burdened many thing get done,0,0,0,0
bopping around house yesterday singing possibly loud bit feel charming oh charming,1,1,1,1
feel like rockette also feel like im glad,1,1,1,1
feel pity gatsby longing feel past evident,1,1,0,0
also feel welcomed lush job,1,1,1,1
think talking lawyer finishing feel anxious,0,0,0,0
honestly never expected feel vulnerable,0,0,1,0
im feeling particularly brave armpit common sense damned,1,1,1,0
went bit auster binge remember feeling particularly fond mr vertigo boy learns fly,1,1,1,1
im better rest feeling feeling accepted,1,1,1,1
began feel bit regretful,0,0,0,0
im going say know activity balance start feeling burdened something supposed fun,0,0,1,0
feel virtuous,1,1,1,1
get pretty quickly make feel like im respected,1,1,1,0
thank feel utterly defeated,0,0,0,1
tell feel like trust others yet actually feeling loyal cause pretend trust none,1,1,1,0
dont often try vintage style really thing day daisy image gorgeous often feel inspired create vintage card,1,1,1,1
feel distracted scattered take moment close eye breathe,0,0,0,0
feel style charming creepy macabre drink fountain,1,1,1,1
completed feeling invigorated sluggish ffviii,1,1,0,1
used believe feeling like fear ignored suppressed right away moment,0,0,0,0
expressed concern jens mobility really declined point sometimes us crutch good day doctor suggested occupational therapy said would contact local occupational therapist went merry way feeling rather disheartened,0,0,1,0
